id,regdate,first_name,last_name,email_address,homephone,street,city,state,zipcode
245,12/18/08 9:20,Tabitha,Irwin,hwvin.goldreich@jumpstartlab.com,(000)000-0000,170 main street,Aurora,NY,13026
246,12/18/08 9:23,Jennifer,Nebert,wxinnerm@jumpstartlab.com,(000)000-0000,170 main street,Aurora,NY,13026
247,12/18/08 9:24,Caitlin,Cuomo,fvrman11@jumpstartlab.com,(000)000-0000,170 main st.,Aurora,NY,13026
248,12/18/08 9:26,Hannah,Kohl-riggs,ouagg_m@jumpstartlab.com,(000)000-0000,170 main st.,Aurora,NY,13026
249,12/18/08 9:28,Cherisse,Liao,txhagen@jumpstartlab.com,(000)000-0000,170 main st,Aurora,NY,13026
250,12/18/08 9:29,Margie,Robinson,uwrown3@jumpstartlab.com,(000)000-0000,170 main st,Aurora,NY,13026
251,12/18/08 9:30,Elizabeth,Wendel,lpseyschall@jumpstartlab.com,(000)000-0000,170 main st,Aurora,NY,13026
252,12/18/08 9:31,Robin,Asthana,egomor@jumpstartlab.com,(000)000-0000,170 main st,Aurora,NY,13026
253,12/18/08 9:32,Brianna,Doe,qfrrrrrrrrrrrrrrrrrrrrrrriio@jumpstartlab.com,(000)000-0000,170 main st.,Aurora,NY,13026
254,12/18/08 9:33,Nelson,Lemanski,nechael.schilero@jumpstartlab.com,(000)000-0000,170 main st.,Aurora,NY,13026
255,12/18/08 9:35,Katie,Robinson,neeenmm@jumpstartlab.com,(000)000-0000,170 main st.,Aurora,NY,13026
260,12/18/08 12:13,Elizabeth,Johnson-ulrich,hhk54@jumpstartlab.com,(914)498-4000,100 remsen st 1d,Brooklyn,NY,11201
264,12/18/08 14:49,Tara,Nelson,ojephamiller@jumpstartlab.com,(585)766-7000,12 scr lane,Victor,NY,14564
265,12/18/08 15:34,Andrew,Campbell,aoneskej@jumpstartlab.com,(607)351-1000,1106 highland rd.,Ithaca,NY,14850
266,12/18/08 15:47,Danielle,Chaum,comes.billman@jumpstartlab.com,(585)957-3000,981 hilton parma rd,Rochester,NY,14468
285,12/18/08 17:35,X,Vanwallendael,omstin.seher@jumpstartlab.com,(607)351-7000,10 bailor rd,Brooktondale,NY,14817
293,12/18/08 21:13,Drucilla,Philips,pnystalrae84@jumpstartlab.com,(315)720-4000,4116 gibbs rd,Manlius,NY,13104
294,12/18/08 22:30,Hayley,Wright,gjndysingasong@jumpstartlab.com,(631)828-9000,39 apaucuck point road,Westhampton,NY,11977
296,12/18/08 23:00,Angelique,Bauer,fwminiquemccadden@jumpstartlab.com,(518)727-3000,101 bryan street,Saratoga springs,NY,12866
298,12/18/08 23:39,Khalif,Stonehill,rml5269@jumpstartlab.com,(631)327-9000,22 artisan avenue,Huntington,NY,11743
299,12/18/08 23:54,Paymon,Cochran,ydee.vax@jumpstartlab.com,(516)528-4000,12 adams street,Port washington,NY,11050
334,12/19/08 10:05,Kelly,Durante,ao@jumpstartlab.com,(310)902-4000,19 iroquois ave,Palisades,NY,10964
338,12/19/08 10:14,Laura,Vargas,bpsticalli88@jumpstartlab.com,(310)902-4000,1664 st. rt. 28,Mohawk,NY,13407
342,12/19/08 10:21,Miranda,Harris,garthanelle@jumpstartlab.com,(310)902-4000,29 pierrepont ave,Potsdam,NY,13676
345,12/19/08 10:28,Wendi,Burke,nanienab@jumpstartlab.com,(310)902-4000,389 fred ottaway road,Cooperstown,NY,13326
348,12/19/08 10:34,Sherry,Fischer,mirupeny@jumpstartlab.com,(310)902-4000,94 shoreham dr,Rochester,NY,14618
355,12/19/08 10:48,Sean,Riedel,pg232006@jumpstartlab.com,(310)902-4000,95 aviemore drive,New rochelle,NY,10804
356,12/19/08 11:23,Robyn,Levin,vwofer1@jumpstartlab.com,(716)289-1000,364 coolidge dr,Angola,NY,14006
357,12/19/08 11:28,Ryshelle,Ricks,xrwidner@jumpstartlab.com,(716)401-1000,sebatian dr.,Lockport,NY,14094
358,12/19/08 11:32,Keith,Parren,thqqqqqqqqqqqqqqqq@jumpstartlab.com,(315)657-3000,7659 beakman lane,Baldwinsville,NY,13027
364,12/19/08 12:50,Lauren,Walker,dqrvath12@jumpstartlab.com,(716)401-1000,66 mcintosh drive,Lockport,NY,14094
390,12/19/08 14:53,Owen,Nolan,pqn.rudick@jumpstartlab.com,(607)227-0000,131 blair st.,Ithaca,NY,14850
391,12/19/08 15:10,Sazzad,Xx,gb8ah04@jumpstartlab.com,(919)475-4000,204 stewart ave apt 1,Ithaca,NY,14850
393,12/19/08 15:26,Catherine,Holden,mallypell@jumpstartlab.com,(585)313-4000,13 foster ave.,Clifton springs,NY,00000
443,12/19/08 20:01,Amy,Cossart,wbmartin@jumpstartlab.com,(518)593-1000,44 haven lane (p.o. box 637),Peru,NY,12972
450,12/19/08 22:06,Max,Kauders,erandoniscool@jumpstartlab.com,(518)573-3000,13 hills road,Ballston lake,NY,12019
451,12/19/08 22:22,Zoey,Edmands,gjexandra.sachnoff07@jumpstartlab.com,(585)613-5000,gray rd,Bloomfield,NY,14469
452,12/19/08 22:47,Casey,Scully,vmhoads@jumpstartlab.com,(607)342-1000,983 west dryden rd.,Freeville,NY,13068
453,12/19/08 23:31,Martin,Student,fsebig.4@jumpstartlab.com,(646)942-3000,377 rector place 17b,New york,NY,10280
454,12/19/08 23:32,Benjamin,David,gxm22@jumpstartlab.com,(585)281-0000,510 thornell road,Pittsford,NY,14534
455,12/19/08 23:41,Daniela,Mcshea,ksardy1@jumpstartlab.com,(315)725-2000,20 gridley place,Sauquoit,NY,13456
459,12/20/08 0:30,Matt,Yoon,tyenderson07@jumpstartlab.com,(845)548-4000,17 birch road,Sloatsburg,NY,10974
463,12/20/08 9:48,Flora,Hebda,qfrryboyd@jumpstartlab.com,(000)000-0000,170 main street,Aurora,NY,13026
526,12/29/08 17:52,Heather,Hill,bvcoburn88@jumpstartlab.com,(607)745-6000,101 north main st,Homer,NY,13077
532,12/31/08 0:02,Andrew,Wiersma,tximovi@jumpstartlab.com,(917)617-4000,668 greenwich st. apt. 647,New york,NY,10014
533,12/31/08 13:53,Victorio,Lucas,fjarber@jumpstartlab.com,(518)381-4000,2154 daisy lane apt. a,Niskayuna,NY,12309
542,1/2/09 9:43,Evan,Kohli,xlosheka.chin-tai001@jumpstartlab.com,(203)984-9000,"359 sackett st, #2",Brooklyn,NY,11231
543,1/2/09 9:45,Juan,Siegrest-jones,idke8@jumpstartlab.com,(917)455-8000,"359 sackett st, #2",Brooklyn,NY,11231
544,1/2/09 10:30,Nina,Ward,qbransk9@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 2013,Canton,NY,13617
545,1/2/09 10:35,Brian,Fleck,odseyleighpeterson@jumpstartlab.com,(315)854-2000,23 romoda drive cmr 77,Canton,NY,13617
546,1/2/09 10:39,Michael,Siegwald,iqe0e7s@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 909,Canton,NY,13617
547,1/2/09 10:43,Jason,Safran,nwittany.erb@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 78,Canton,NY,13617
548,1/2/09 10:44,Katie,Hernandez,bgvid.is.schwartz@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 2121,Canton,NY,13617
549,1/2/09 10:47,Danielle,Blanton,neteym@jumpstartlab.com,(603)502-8000,23 romoda drive cmr 950,Canton,NY,13617
550,1/2/09 10:49,David,Doe,cpl211@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 2013,Canton,NY,13617
551,1/2/09 10:51,Karen,Johnson,ikmudio.andrea@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 1206,Canton,NY,13617
552,1/2/09 10:53,Kate,Coffey,xfmmo1mr@jumpstartlab.com,(315)212-0000,23 romoda drive cmr 2058,Canton,NY,13617
553,1/2/09 10:55,Philip,Goch,hsdossett@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 2378,Canton,NY,13617
554,1/2/09 10:57,Abigail,Lansdale,voeve@jumpstartlab.com,(716)867-1000,23 romoda drive cmr 547,Canton,NY,13617
555,1/2/09 11:01,Sarabeth,Jennings,nldddddddddddd@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 562,Canton,NY,13617
556,1/2/09 11:04,Jeo,Finn,qirn3994@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 266,Canton,NY,13617
557,1/2/09 11:06,Kristen,Snoblen,ahshulman12@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 1089,Canton,NY,13617
558,1/2/09 11:08,Engin,Kather,ijkennedy2@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 213,Canton,NY,13617
559,1/2/09 11:10,Alexandra,Ward,hrrtinanwoga@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 628,Canton,NY,13617
560,1/2/09 11:12,Jenna,Toombs,oqreham@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 387,Canton,NY,13617
561,1/2/09 11:14,Samantha,Boudart,ssff4554@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 458,Canton,NY,13617
562,1/2/09 11:16,Kevin,Nitta,hirah.bolinger@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 1185,Canton,NY,13617
563,1/2/09 11:18,Richard,Martin,trily_alvarez@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 1316,Canton,NY,13617
564,1/2/09 11:20,Gregory,Katembo,iqison.e.grant@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 1614,Canton,NY,13617
565,1/2/09 11:23,Shuchee,Chan,ljhndoe22@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 2275,Canton,NY,13617
567,1/3/09 10:05,Andrew,Price,sgria.figliola@jumpstartlab.com,(315)276-8000,512 old route 11,Canton,NY,13617
568,1/3/09 13:15,James,Reeves,unddie@jumpstartlab.com,(585)752-1000,115 mayfair dr.,Rochester,NY,14063
569,1/3/09 13:19,Karly,Enz,kew62@jumpstartlab.com,(607)321-5000,4808 marshall drive e,Vestal,NY,13850
572,1/4/09 15:16,Sara,Dalley,kdshc@jumpstartlab.com,(585)905-8000,5330 sunflower drive,Canandaigua,NY,14424
575,1/5/09 11:19,Larae,Cusick,vucholas.melas@jumpstartlab.com,(585)233-2000,950 south marbletown road,Phelps,NY,14532
583,1/5/09 16:48,Brittany,Cleary-budge,ko7tb02@jumpstartlab.com,(917)658-8000,"1312 66th street, apt. #3f",Brooklyn,NY,11219
586,1/5/09 16:56,Peng,Huhn,fiorton9@jumpstartlab.com,(914)714-3000,1 chestnut hill lane,Briarcliff manor,NY,10510
702,1/7/09 18:11,Erica,Koreshi,gqh48@jumpstartlab.com,(347)538-7000,"128 e. 7th street, 6th floor",New york,NY,10009
704,1/7/09 20:26,Danielle,Growald,ibcepaz@jumpstartlab.com,(000)000-0000,lower egypt road,Canandaigua,NY,14424
708,1/8/09 14:45,Brianna,Kauffman,pynsfi34@jumpstartlab.com,(646)288-1000,640 w. 139th st. apt#1,New york,NY,10031
721,1/8/09 16:04,Edwin,Antelmi,srinanl@jumpstartlab.com,(650)455-2000,"",Hamilton,NY,13346
723,1/8/09 23:07,Bryan,Blumenshine,geores_jm@jumpstartlab.com,(612)481-0000,"13 oak drive, box f925",Hamilton,NY,13346
730,1/10/09 17:38,Sarah,Sparrow,jw9@jumpstartlab.com,(908)418-7000,"",Hamilton,NY,13346
753,1/12/09 11:51,Robin,Mcbroom,ttkasch@jumpstartlab.com,(315)228-6000,15 west pleasant st,Hamilton,NY,13346
765,1/14/09 22:32,Marissa,Sen,rpm35@jumpstartlab.com,(862)222-2000,"",Clinton,NY,13323
808,1/15/09 19:58,Naomi,Kraus,xknica.chen@jumpstartlab.com,(612)418-5000,"",Hamilton,NY,13346
809,1/15/09 21:44,Paul,Sullivan,ms3514a@jumpstartlab.com,(207)899-5000,"",Clinton,NY,13323
810,1/15/09 22:43,Devika,Gordon,gicarr@jumpstartlab.com,(315)542-8000,3673 fountain st,Clinton,NY,13323
817,1/16/09 9:34,Daniel,Peters,edrmoy78@jumpstartlab.com,(315)244-4000,"",Clinton,NY,13323
818,1/16/09 9:37,Christopher,Bookstein,aaeisler@jumpstartlab.com,(413)687-5000,"",Clinton,NY,13323
819,1/16/09 9:39,Sean,Swayman,ftuliner31@jumpstartlab.com,(518)813-0000,"",Ithaca,NY,14850
820,1/16/09 12:25,Nicki,Willis,if7xy@jumpstartlab.com,(908)447-6000,"",Hamilton,NY,13346
828,1/16/09 16:08,Sharon,Maurer,tyliciateach@jumpstartlab.com,(970)420-7000,"",Clinton,NY,13323
845,1/17/09 20:23,Kyle,Scaffa,wt7492a@jumpstartlab.com,(305)528-9000,13 oak drive box f951,Hamilton,NY,13346
851,1/18/09 14:29,Kristen,Bracken,hgeman@jumpstartlab.com,(703)338-2000,"953 danby road, terrace 2 #204",Ithaca,NY,14850
854,1/18/09 21:03,Elaine,Dutta,ujhowardfoley@jumpstartlab.com,(908)723-0000,"4914 lerner hall, 2920 broadway",New york,NY,10027
856,1/18/09 22:09,Kevin,Robinson,nr@jumpstartlab.com,(315)825-5000,13 oak drive,Hamilton,NY,13346
857,1/18/09 23:19,Tess,Cooke,xymc92@jumpstartlab.com,(415)209-3000,13 oak drive box j 1362,Hamilton,NY,13346
861,1/19/09 11:29,Rachel,Calvi,pnjjkkkkkkkkkkk@jumpstartlab.com,(518)810-9000,"box, 2562, 10 macvittie circle",Geneseo,NY,14454
863,1/19/09 11:33,Julian,Rosenberg,yiahlberg@jumpstartlab.com,(315)270-2000,"box 2477, 10 macvittie circle",Geneseo,NY,14454
865,1/19/09 11:40,James,12,lcnesene@jumpstartlab.com,(845)216-5000,"box 0292, 10 macvittie circle",Geneseo,NY,14454
867,1/19/09 11:45,Ryan,Wolverton,ujofe@jumpstartlab.com,(914)224-5000,10 macvittie circle,Geneseo,NY,14454
870,1/19/09 11:50,Steve,Boehnlein,djocyonlotor2001@jumpstartlab.com,(716)250-2000,10 macvittie circle,Geneseo,NY,14454
872,1/19/09 11:55,Max,Dean,bcrantrl@jumpstartlab.com,(631)903-2000,52 court st,Geneseo,NY,14454
875,1/19/09 12:03,Bessie,Boyd,pvdine@jumpstartlab.com,(716)628-6000,10 macvttie circle,Geneseo,NY,14454
877,1/19/09 12:06,Robert,Press,setiemsaucier@jumpstartlab.com,(631)965-9000,10 macvittie circle,Geneseo,NY,14454
879,1/19/09 12:09,Edward,Erario,hnwo357@jumpstartlab.com,(585)298-0000,10 macvittie circle,Geneseo,NY,14454
880,1/19/09 12:12,Mary,Joyce,fseff07438@jumpstartlab.com,(516)233-8000,20 court street,Geneseo,NY,14454
885,1/19/09 13:28,Lillian,Allen,tds67@jumpstartlab.com,(516)459-2000,13 oak drive l3143,Hamilton,NY,13346
899,1/19/09 16:28,Laura,Leaver,qsulak@jumpstartlab.com,(607)287-2000,13 oak drive box f962,Hamilton,NY,13346
910,1/19/09 18:41,Ginger,Delanghe,ayne.harket@jumpstartlab.com,(716)440-5000,198 college hill rd.,Clinton,NY,13323
922,1/19/09 19:40,John,Bishop,dpichard@jumpstartlab.com,(908)528-0000,198 college hill road,Clinton,NY,13323
933,1/19/09 20:03,Simon,Gary,pxzlacoco@jumpstartlab.com,(718)395-3000,"436 52nd street, apartment 1",Brooklyn,NY,11220
946,1/20/09 10:34,Bryce,Xx,nrl49@jumpstartlab.com,(508)736-6000,23 romoda drive,Canton,NY,13617
947,1/20/09 10:56,Anna,Tazewell,ddf12@jumpstartlab.com,(603)831-2000,23 romoda drive cmr 921,Canton,NY,13617
949,1/20/09 11:21,Paul,Colon,klele1aj@jumpstartlab.com,(518)225-2000,23 romoda dr.,Canton,NY,13617
950,1/20/09 11:31,Susan,Kemp,cferar@jumpstartlab.com,(508)479-7000,23 romoda drive,Canton,NY,13617
960,1/20/09 11:48,Ryan,Lambe,qf00146650@jumpstartlab.com,(518)260-0000,20 romoda drive,Canton,NY,13617
963,1/20/09 11:52,Patricia,Graff,at111389@jumpstartlab.com,(360)481-3000,colgate university box y5558,Hamilton,NY,13346
967,1/20/09 12:36,Michael,Yin,vcicekodama@jumpstartlab.com,(508)479-7000,23 romoda drive,Canton,NY,13617
968,1/20/09 12:49,Brenda,Philips,cugonding10@jumpstartlab.com,(802)318-3000,cmr 1173 slu 23 romoda drive,Canton,NY,13617
969,1/20/09 13:08,Miguel a.,Madhavan,us_les_aime_crazy@jumpstartlab.com,(508)479-7000,23 romoda drive cmr 711,Canton,NY,13617
983,1/20/09 15:24,Colin,Cutting,qbzamorski@jumpstartlab.com,(609)647-0000,198 college hill road box 169,Clinton,NY,13323
1027,1/20/09 19:12,Brian,Doe,wreeney.engr@jumpstartlab.com,(540)320-3000,"t2, 211 953 danby rd.",Ithaca,NY,00000
1054,1/20/09 20:49,Paige,Fowler,crtsy2289@jumpstartlab.com,(716)785-2000,2051 ruttenbur rd,Cherry creek,NY,14723
1059,1/20/09 20:56,Kellyann,D'arcy,vraire.meints@jumpstartlab.com,(845)239-3000,10 robinn drive,Middletown,NY,10940
1069,1/20/09 21:18,Stefanie,Howard-foley,xedarden@jumpstartlab.com,(315)420-7000,114 summit ave apt. 41,Ithaca,NY,14850
1071,1/20/09 21:25,Kevin,Friedman,fvnsroek@jumpstartlab.com,(203)808-5000,1051 danby rd,Ithaca,NY,14850
1075,1/20/09 21:35,Teresa,Doe,yakiles@jumpstartlab.com,(716)697-0000,1020 danby rd,Ithaca,NY,14850
1076,1/20/09 21:37,Kiara,Hamm,tigray@jumpstartlab.com,(401)225-8000,660 stewart ave.,Ithaca,NY,14850
1104,1/20/09 22:10,Johanna,Shahidi,bjol@jumpstartlab.com,(703)969-1000,204 stewart ave.,Ithaca,NY,14850
1113,1/20/09 22:16,Shelby,Goyer,vqinsteinj@jumpstartlab.com,(703)969-1000,111 blair st.,Ithaca,NY,14850
1119,1/20/09 22:22,Kathryn,Anderson,aaaruyam@jumpstartlab.com,(703)969-1000,504 thurston ave,Ithaca,NY,14850
1124,1/20/09 22:26,Kerry,Dunno,mxnox@jumpstartlab.com,(000)000-0000,660 stewart ave,Ithaca,NY,14850
1126,1/20/09 22:29,Katy,Diddams,bmrichmond@jumpstartlab.com,(412)992-7000,228 wait avenue,Ithaca,NY,14850
1128,1/20/09 22:30,Victor,Houtz,oeistenarnold6@jumpstartlab.com,(000)000-0000,660 stewart ave.,Ithaca,NY,14850
1137,1/20/09 22:38,Cindy,Helferstay,tildcatkatie@jumpstartlab.com,(201)707-7000,660 stewart ave.,Ithaca,NY,14850
1145,1/20/09 22:44,Elisabeth,Walker,odch3880@jumpstartlab.com,(330)827-0000,13 oak drive,Hamilton,NY,13346
1147,1/20/09 22:45,Jesse,Brown,rlte.askins@jumpstartlab.com,(607)253-0000,101 country club rd. room 103,Ithaca,NY,14850
1167,1/20/09 23:01,Jesse,Spitz,oalsen@jumpstartlab.com,(201)403-5000,101 country club rd,Ithaca,NY,14853
1175,1/20/09 23:06,Maria,Gwyn,ttitlin.p.hill@jumpstartlab.com,(585)355-9000,101 country club rd.,Ithaca,NY,14850
1193,1/20/09 23:22,Katherine,Menking,lwzhao@jumpstartlab.com,(607)253-0000,101 country club rd.,Ithaca,NY,14850
1196,1/20/09 23:22,Kate,Williams,dqalsh53@jumpstartlab.com,(847)644-5000,colgate box p4306,Hamilton,NY,13346
1201,1/20/09 23:28,Nick,Kruger,bbpinell@jumpstartlab.com,(512)825-4000,1 country club rd.  ecology house,Ithaca,NY,14850
1214,1/20/09 23:39,Hugo,Hudgens,nhamayo@jumpstartlab.com,(704)517-9000,none,Ithaca,NY,14850
1219,1/20/09 23:44,Whitney,Brehm,nie391@jumpstartlab.com,(408)242-1000,13 oak drive b291,Hamilton,NY,13346
1230,1/20/09 23:51,Lana,Jordan,orlmorea@jumpstartlab.com,(518)651-4000,105 grandview ave,Ithaca,NY,14850
1264,1/21/09 0:43,Keith,Dean,kc6@jumpstartlab.com,(607)287-0000,garden apt 27 05-7 / 954 danby rd,Ithaca,NY,14850
1296,1/21/09 9:31,Michael,Martin,fsteran@jumpstartlab.com,(614)582-9000,953 danby rd. - bogart #301,Ithaca,NY,14850
1336,1/21/09 12:56,Daniel,Dong,tstrauss@jumpstartlab.com,(860)402-8000,94 campbell road,Napanoch,NY,12458
1342,1/21/09 13:28,Meredith,Gainor,vtllj@jumpstartlab.com,(516)998-5000,166 kilburn road south,Garden city south,NY,11530
1343,1/21/09 13:29,Katie,Tuttle,fukemccaffreysf@jumpstartlab.com,(516)849-2000,colgate university l3092,Hamilton,NY,13346
1346,1/21/09 13:33,Arturs,Spangrud,wlube@jumpstartlab.com,(419)341-3000,hofstra university,Hempstead,NY,11549
1347,1/21/09 13:35,Emily,Adler,humeslice1005@jumpstartlab.com,(704)408-6000,hofstra university,Hempstead,NY,11549
1348,1/21/09 13:36,Rebecca,Batista,eorlsonr@jumpstartlab.com,(516)457-2000,hofstra university,Hempstead,NY,11549
1350,1/21/09 13:38,Quinnie,Czerwiec,ooanna@jumpstartlab.com,(585)732-2000,210 wilson commons,Rochester,NY,14627
1351,1/21/09 13:39,Megan,Utsch,edwadswo@jumpstartlab.com,(631)879-5000,hofstra university,Hempstead,NY,11549
1352,1/21/09 13:42,Lily,Poland,ypbattla@jumpstartlab.com,(585)732-2000,201 wilson commons,Rochester,NY,14627
1353,1/21/09 13:42,Ryan,O'neill,eyseit@jumpstartlab.com,(267)625-9000,1113 jameson hall,Ithaca,NY,14853
1354,1/21/09 13:42,Sierra,Guth,wkrsenuthill@jumpstartlab.com,(914)588-3000,hofstra university,Hempstead,NY,11549
1357,1/21/09 13:44,Khaleelah,Marsh,moarriage@jumpstartlab.com,(505)570-9000,hofstra university,Hempstead,NY,11549
1358,1/21/09 13:45,X,Du,ywtman@jumpstartlab.com,(585)732-2000,201 wilson commons,Rochester,NY,14627
1359,1/21/09 13:47,Jane,Chin-tai,ujdavis@jumpstartlab.com,(631)664-1000,hofstra university,Hempstead,NY,11549
1360,1/21/09 13:47,Pai,Mcdougall,ibodge@jumpstartlab.com,(585)732-2000,201 wilson commons,Rochester,NY,14627
1361,1/21/09 13:50,Athena,Yates,lpp.stephan@jumpstartlab.com,(585)732-2000,201 wilson commons,Rochester,NY,14627
1362,1/21/09 13:50,Neha,Xx,dsinder@jumpstartlab.com,(603)767-0000,hofstra university,Hempstead,NY,11549
1363,1/21/09 13:51,Audrey,Jaunakais,poamilt1@jumpstartlab.com,(585)732-2000,201 wilson commons,Rochester,NY,14627
1364,1/21/09 13:52,Maya,Tanaka,mve2006@jumpstartlab.com,(603)344-1000,hofstra university,Hempstead,NY,11549
1366,1/21/09 13:54,Tom,Dungan,vxuster@jumpstartlab.com,(585)732-2000,201 wilson commons,Rochester,NY,14627
1368,1/21/09 13:57,Kim,Murad,dpl212@jumpstartlab.com,(585)732-2000,201 wilson commons,Rochester,NY,14627
1369,1/21/09 13:59,Melissa,4,wcurman_j@jumpstartlab.com,(585)732-2000,201 wilson commons,Rochester,NY,14627
